Country,Region,Year,Project Title,Budget (USD),Expense (USD),SDGs,Signature Solution,SAMOA Pathway,Funding Sources
CUB,Caribbean,2016,GESTION DEL CONOCIMIENTO Y FORTALECIMIENTO DE CAPACIDADES PARA LA IMPLEMENTACION DE LA PLATAFORMA ARTICULADA PARA EL DESARROLLO TERRITORIAL INTEGRAL,593670,530659,"Goal 1 - No Poverty,Goal 16 - Peace, justice and strong institutions,Goal 17 - Partnership for the goals,Goal 8 - Decent Work and Economic Growth","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development,Goal 16 - Means of implementation, including partnerships,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all","Agencia Suiza Para El desarrollo y La Cooperacion (COSUDE),Foreign & Commonwealth Office,Government of Italy,Government of United Kingdom,United Nations development Pro"
CUB,Caribbean,2017,GESTION DEL CONOCIMIENTO Y FORTALECIMIENTO DE CAPACIDADES PARA LA IMPLEMENTACION DE LA PLATAFORMA ARTICULADA PARA EL DESARROLLO TERRITORIAL INTEGRAL,590014,567964,"Goal 1 - No Poverty,Goal 16 - Peace, justice and strong institutions,Goal 17 - Partnership for the goals,Goal 8 - Decent Work and Economic Growth","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development,Goal 16 - Means of implementation, including partnerships,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all","Agencia Suiza Para El desarrollo y La Cooperacion (COSUDE),Foreign & Commonwealth Office,Government of Italy,Government of United Kingdom,United Nations development Pro"
CUB,Caribbean,2018,GESTION DEL CONOCIMIENTO Y FORTALECIMIENTO DE CAPACIDADES PARA LA IMPLEMENTACION DE LA PLATAFORMA ARTICULADA PARA EL DESARROLLO TERRITORIAL INTEGRAL,630733,530420,"Goal 1 - No Poverty,Goal 16 - Peace, justice and strong institutions,Goal 17 - Partnership for the goals,Goal 8 - Decent Work and Economic Growth","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development,Goal 16 - Means of implementation, including partnerships,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all","Agencia Suiza Para El desarrollo y La Cooperacion (COSUDE),Foreign & Commonwealth Office,Government of Italy,Government of United Kingdom,United Nations development Pro"
CUB,Caribbean,2019,GESTION DEL CONOCIMIENTO Y FORTALECIMIENTO DE CAPACIDADES PARA LA IMPLEMENTACION DE LA PLATAFORMA ARTICULADA PARA EL DESARROLLO TERRITORIAL INTEGRAL,1189640,647303,"Goal 1 - No Poverty,Goal 16 - Peace, justice and strong institutions,Goal 17 - Partnership for the goals,Goal 8 - Decent Work and Economic Growth","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development,Goal 16 - Means of implementation, including partnerships,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all","Agencia Suiza Para El desarrollo y La Cooperacion (COSUDE),Foreign & Commonwealth Office,Government of Italy,Government of United Kingdom,United Nations development Pro"
CUB,Caribbean,2020,GESTION DEL CONOCIMIENTO Y FORTALECIMIENTO DE CAPACIDADES PARA LA IMPLEMENTACION DE LA PLATAFORMA ARTICULADA PARA EL DESARROLLO TERRITORIAL INTEGRAL,1049448,669052,"Goal 1 - No Poverty,Goal 16 - Peace, justice and strong institutions,Goal 17 - Partnership for the goals,Goal 8 - Decent Work and Economic Growth","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development,Goal 16 - Means of implementation, including partnerships,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all","Agencia Suiza Para El desarrollo y La Cooperacion (COSUDE),Foreign & Commonwealth Office,Government of Italy,Government of United Kingdom,United Nations development Pro"
CUB,Caribbean,2021,GESTION DEL CONOCIMIENTO Y FORTALECIMIENTO DE CAPACIDADES PARA LA IMPLEMENTACION DE LA PLATAFORMA ARTICULADA PARA EL DESARROLLO TERRITORIAL INTEGRAL,1212472,861795,"Goal 1 - No Poverty,Goal 16 - Peace, justice and strong institutions,Goal 17 - Partnership for the goals,Goal 8 - Decent Work and Economic Growth","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development,Goal 16 - Means of implementation, including partnerships,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all","Agencia Suiza Para El desarrollo y La Cooperacion (COSUDE),Foreign & Commonwealth Office,Government of Italy,Government of United Kingdom,United Nations development Pro"
CUB,Caribbean,2022,GESTION DEL CONOCIMIENTO Y FORTALECIMIENTO DE CAPACIDADES PARA LA IMPLEMENTACION DE LA PLATAFORMA ARTICULADA PARA EL DESARROLLO TERRITORIAL INTEGRAL,2702468,668795,"Goal 1 - No Poverty,Goal 16 - Peace, justice and strong institutions,Goal 17 - Partnership for the goals,Goal 8 - Decent Work and Economic Growth","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development,Goal 16 - Means of implementation, including partnerships,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all","Agencia Suiza Para El desarrollo y La Cooperacion (COSUDE),Foreign & Commonwealth Office,Government of Italy,Government of United Kingdom,United Nations development Pro"
CUB,Caribbean,2017,INFORME NACIONAL DE DESARROLLO HUMANO EN CUBA,47500,16100,"Goal 1 - No Poverty,Goal 10 - Reduced Inequality,Goal 16 - Peace, justice and strong institutions,Goal 17 - Partnership for the goals",Keeping people out of poverty,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 12 - Gender Equality and women’s empowerment,Goal 13 - Social Development,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development,Goal 16 - Means of implementation, including partnerships","The Swiss Agency for development and Cooperation,United Nations development Pro"
CUB,Caribbean,2018,INFORME NACIONAL DE DESARROLLO HUMANO EN CUBA,51691,41537,"Goal 1 - No Poverty,Goal 10 - Reduced Inequality,Goal 16 - Peace, justice and strong institutions,Goal 17 - Partnership for the goals",Keeping people out of poverty,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 12 - Gender Equality and women’s empowerment,Goal 13 - Social Development,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development,Goal 16 - Means of implementation, including partnerships","The Swiss Agency for development and Cooperation,United Nations development Pro"
CUB,Caribbean,2019,INFORME NACIONAL DE DESARROLLO HUMANO EN CUBA,66830,17381,"Goal 1 - No Poverty,Goal 10 - Reduced Inequality,Goal 16 - Peace, justice and strong institutions,Goal 17 - Partnership for the goals",Keeping people out of poverty,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 12 - Gender Equality and women’s empowerment,Goal 13 - Social Development,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development,Goal 16 - Means of implementation, including partnerships","The Swiss Agency for development and Cooperation,United Nations development Pro"
CUB,Caribbean,2020,INFORME NACIONAL DE DESARROLLO HUMANO EN CUBA,59005,1659,"Goal 1 - No Poverty,Goal 10 - Reduced Inequality,Goal 16 - Peace, justice and strong institutions,Goal 17 - Partnership for the goals",Keeping people out of poverty,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 12 - Gender Equality and women’s empowerment,Goal 13 - Social Development,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development,Goal 16 - Means of implementation, including partnerships","The Swiss Agency for development and Cooperation,United Nations development Pro"
CUB,Caribbean,2021,INFORME NACIONAL DE DESARROLLO HUMANO EN CUBA,56834,44767,"Goal 1 - No Poverty,Goal 10 - Reduced Inequality,Goal 16 - Peace, justice and strong institutions,Goal 17 - Partnership for the goals",Keeping people out of poverty,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 12 - Gender Equality and women’s empowerment,Goal 13 - Social Development,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development,Goal 16 - Means of implementation, including partnerships","The Swiss Agency for development and Cooperation,United Nations development Pro"
CUB,Caribbean,2022,INFORME NACIONAL DE DESARROLLO HUMANO EN CUBA,9104,11818,"Goal 1 - No Poverty,Goal 10 - Reduced Inequality,Goal 16 - Peace, justice and strong institutions,Goal 17 - Partnership for the goals",Keeping people out of poverty,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 12 - Gender Equality and women’s empowerment,Goal 13 - Social Development,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development,Goal 16 - Means of implementation, including partnerships","The Swiss Agency for development and Cooperation,United Nations development Pro"
CUB,Caribbean,2018,Emergencia Sequía Region Oriental Fase II,,,"Goal 1 - No Poverty,Goal 11 - Sustainable cities and communities,Goal 13 - Climate Action",Enhance national prevention and recovery capacities for resilient societies,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 4 - Disaster risk reduction,Goal 8 - Sustainable transportation,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 2 - Climate Change,Goal 4 - Disaster risk reduction","United Nations development Pro,World Food Programme"
CUB,Caribbean,2019,Emergencia Sequía Region Oriental Fase II,86734,88069,"Goal 1 - No Poverty,Goal 11 - Sustainable cities and communities,Goal 13 - Climate Action",Enhance national prevention and recovery capacities for resilient societies,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 4 - Disaster risk reduction,Goal 8 - Sustainable transportation,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 2 - Climate Change,Goal 4 - Disaster risk reduction","United Nations development Pro,World Food Programme"
