SIDS,Budget_letter,Budget,Project,SDG,Funding,Year
Fiji,607k,,Regional Ridge to Reef - Pacific Island Countries (PICs),14,Vertical Funds,2022
Fiji,15k,,Pacific Islands Oceanic Fisheries Management - II,14,Vertical Funds,2022
Fiji,558k,,Ridge to Reef (R2R),14,Vertical Funds,2022
Fiji,1M,,Micronesia Ridge to Reef,14,Vertical Funds,2022
Fiji,1M,,FJ Invasive Alien Species,14,Vertical Funds,2022
Fiji,1M,,PACIFIC COASTAL AQUIFERS,14,Vertical Funds,2022
Fiji,82k,,Pacific Islands Oceanic Fisheries MAnagement Project III,14,Vertical Funds,2022
Guinea-Bissau,6M,,SD-Coastal area resilience to climate/GEF,14,Vertical Funds,2022
Haiti,5k,,Adaptation basée sur les écosystèmes,14,Vertical Funds,2022
Kiribati,2M,,Kiribati POIDIER Full Size Project,14,Vertical Funds,2022
Marshall Islands,1M,,Marshall Islands Ridge to Reef Project,14,Vertical Funds,2022
Mauritius,1M,,Mainstreaming Biodiversity into the management of CZM,14,Vertical Funds,2022
Mauritius,565k,,Joint Management Area Demonstration Project (MUS & SEY),14,Vertical Funds,2022
Mauritius,887k,,Mainstreaming Invasive Alien Species (IAS) Prevention,14,Vertical Funds,2022
"Micronesia, Federated States of",1M,,FSM Biodiversity & Invasive Alien Species,14,Vertical Funds,2022
"Micronesia, Federated States of",200k,,FSM Land degradation neutrality (PPG),14,Vertical Funds,2022
Niue,435k,,Niue Ridge to Reef,14,Vertical Funds,2022
Palau,960k,,Palau BD & Safeguards (IAS),14,Vertical Funds,2022
Palau,555k,,Palau National Marine Sanctuary(PNMS),14,Vertical Funds,2022
Papua New Guinea,2M,,PIMS5507 FSP Sustainable Finance of Papua New Guinea,14,Vertical Funds,2022
Samoa,78k,,Enhancing Integrated Sustainable Management to Safeguard,14,Vertical Funds,2022
Tonga,141k,,Tonga R2R Phase 2 PPG,14,Vertical Funds,2022
Tuvalu,9k,,TV Ridge to Reef,14,Vertical Funds,2022
Antigua and Barbuda,46k,,Monitoring and Assessment of MEAs,15,Vertical Funds,2022
Belize,479k,,Enhancing jaguar corridors and strongholds,15,Vertical Funds,2022
Comoros,200k,,Développement d’un réseau national d’aires protégées ter,15,Vertical Funds,2022
Cook Islands,688,,Ridge to Reef Approach in Cook Islands_Full Size,15,Vertical Funds,2022
Cuba,874k,,LANDSCAPE APPROACH MOUNTAIN ECOSYSTEMS,15,Vertical Funds,2022
Cuba,504k,,INFOGEO - SISTEMA INFORMACION AMBIENTAL (MEDIUM SIZE),15,Vertical Funds,2022
Cuba,2M,,"Incorporating multiple environmental considerations and their economic implications into the management of landscapes, forests and production sectors in Cuba",15,Vertical Funds,2022
Cuba,6k,,Third National Communication and First Biennial Update Report to the UNFCCC,15,Vertical Funds,2022
Cuba,311k,,FINANCING MECHANISMS IN SUSTAINABLE LAND MANAGEMENT,15,Vertical Funds,2022
Cuba,3k,,TURISMO SOSTENIBLE PREPARATORIA,15,Vertical Funds,2022
Cuba,95k,,NAP Havana Coastal Zone,15,Vertical Funds,2022
Cuba,2M,,Mi Costa -Coastal Resilience by Ecosystem Based Adaption,15,Vertical Funds,2022
Dominican Republic,1M,,Biodiversidad en paisajes productivos,15,Vertical Funds,2022
Fiji,607k,,Regional Ridge to Reef - Pacific Island Countries (PICs),15,Vertical Funds,2022
Fiji,15k,,Pacific Islands Oceanic Fisheries Management - II,15,Vertical Funds,2022
Fiji,558k,,Ridge to Reef (R2R),15,Vertical Funds,2022
Fiji,1M,,Micronesia Ridge to Reef,15,Vertical Funds,2022
Grenada,2M,,Climate Resilient Agriculture for Integrated Landscape,15,Vertical Funds,2022
Guinea-Bissau,90k,,SD-Strengthening National PA in Guinea-Bissau/GEF,15,Vertical Funds,2022
Guinea-Bissau,79k,,SD-Natural resource valuation/GEF,15,Vertical Funds,2022
Guinea-Bissau,6M,,SD-Coastal area resilience to climate/GEF,15,Vertical Funds,2022
Guyana,37k,,Mainstream and Monitor Rio Convention implementation,15,Vertical Funds,2022
Haiti,5k,,Adaptation basée sur les écosystèmes,15,Vertical Funds,2022
Haiti,42k,,PPG Biodiversite GEF7,15,Vertical Funds,2022
Haiti,231k,,Paysages productifs,15,Vertical Funds,2022
Marshall Islands,2M,,MH Water Security Project (GCF),15,Vertical Funds,2022
Mauritius,1M,,Mainstreaming Biodiversity into the management of CZM,15,Vertical Funds,2022
Mauritius,887k,,Mainstreaming Invasive Alien Species (IAS) Prevention,15,Vertical Funds,2022
Niue,435k,,Niue Ridge to Reef,15,Vertical Funds,2022
Papua New Guinea,2,,WB FCPF REDD+ Readiness II,15,Vertical Funds,2022
Papua New Guinea,574k,,PIMS5569 Renewable Energy & Energy Efficiency,15,Vertical Funds,2022
Papua New Guinea,1,,PIMS6394 PPG Integrated Landuse Planning in New Britain,15,Vertical Funds,2022
Papua New Guinea,2M,,PIMS5507 FSP Sustainable Finance of Papua New Guinea,15,Vertical Funds,2022
Saint Vincent and the Grenadines,2M,,Conserving biodiversity in a ridge to reef approach,15,Vertical Funds,2022
Samoa,78k,,Enhancing Integrated Sustainable Management to Safeguard,15,Vertical Funds,2022
Sao Tome and Principe,1M,,"Enhancing Biodiversity Conservation, Sust Land and Nat R",15,Vertical Funds,2022
Seychelles,220k,,Ecosystem Based Adaptation to Climate Change in Seychell,15,Vertical Funds,2022
Suriname,144k,,"Strengthening capacities for REDD+ (Countries’ efforts to Reduce Emissions from Deforestation and Forest degradation, and foster conservation, sustainable management of forests, and enhancement of forest carbon stocks)",15,Vertical Funds,2022
Suriname,930k,,Environmental Management Mining,15,Vertical Funds,2022
Suriname,21k,,PPG GEF GOLD + in Suriname,15,Vertical Funds,2022
Timor-Leste,700k,,Strengthening targeted national capacities to improve,15,Vertical Funds,2022
Timor-Leste,4M,,Safeguarding rural communities and their physical assets,15,Vertical Funds,2022
Tuvalu,9k,,TV Ridge to Reef,15,Vertical Funds,2022
Comoros,39k,,Gestion Decentralisée et Multisectorielle Environement,16,Vertical Funds,2022
Haiti,2M,,Haiti Joint Interim Rule of Law Programme in Haiti,16,Vertical Funds,2022
Guinea-Bissau,79k,,SD-Natural resource valuation/GEF,17,Vertical Funds,2022
Belize,4k,,UNDP/OAK Re-granting Partnership,1,Other,2022
Comoros,200k,,Développement d’un réseau national d’aires protégées ter,1,Other,2022
Comoros,60k,,Renf. des capacités du Programme de Microfinancement FEM,1,Other,2022
Cuba,1M,,Fortalecimiento de las cadenas de frutales en Cuba.,1,Other,2022
Cuba,28k,,Kits diagnóstico COVID-19,1,Other,2022
Cuba,831k,,Reducción del Riesgo de sequía e inundaciones,1,Other,2022
Cuba,196k,,Emergency Matanzas Supertanker Base,1,Other,2022
Dominican Republic,189k,,"Coordinacion Programa Cocoa Life RD, fase II",1,Other,2022
Dominican Republic,5k,,Alineación de la Asociación Cibao a los ODS,1,Other,2022
Guinea-Bissau,2,,EU - Renforcement des Capacités en Politiques et Aide,1,Other,2022
Guinea-Bissau,90k,,SD-Strengthening National PA in Guinea-Bissau/GEF,1,Other,2022
Guinea-Bissau,214k,,HC - UNDP Guinea Bissau Early Response to COVID-19,1,Other,2022
Haiti,3M,,Programme de relèvement post-Matthew,1,Other,2022
Maldives,1M,,Integrated Governance Programme III (IGP III),1,Other,2022
Mauritius,546k,,COVID-19 MAURITIUS,1,Other,2022
Samoa,707k,,Samoa Social Protection,1,Other,2022
Sao Tome and Principe,750k,,Export Value Chain,1,Other,2022
Timor-Leste,95k,,Supporting Flood Response and Recovery project,1,Other,2022
Trinidad and Tobago,975k,,Trinidad& Tobago Healthcare Capacity Building Initiative,1,Other,2022
Comoros,180k,,PIMS 4926 Enhancing adaptive capacity for increased reli,2,Other,2022
Cuba,1M,,Fortalecimiento de las cadenas de frutales en Cuba.,2,Other,2022
Cuba,9k,,Igualdad Género Gestión Calidad Alimentaria,2,Other,2022
Cuba,28k,,Kits diagnóstico COVID-19,3,Other,2022
Sao Tome and Principe,341k,,University of California Malaria Initiative,3,Other,2022
Haiti,3M,,Programme de relèvement post-Matthew,4,Other,2022
Bahrain,64k,,Gender and Economic Policy Management Initiative - Arab,5,Other,2022
Dominican Republic,68k,,Sellos de Igualdad de Genero,5,Other,2022
Guinea-Bissau,2,,EU - Renforcement des Capacités en Politiques et Aide,5,Other,2022
Guinea-Bissau,214k,,HC - UNDP Guinea Bissau Early Response to COVID-19,5,Other,2022
Maldives,829k,,Integrated Governance Programme II,5,Other,2022
Maldives,1M,,Integrated Governance Programme III (IGP III),5,Other,2022
Comoros,10M,,Ensuring climate resilient water Comoros -PIMS-5740-GCF,6,Other,2022
Maldives,829k,,Integrated Governance Programme II,6,Other,2022
Cuba,9k,,Igualdad Género Gestión Calidad Alimentaria,7,Other,2022
Bahrain,52k,,State of Arab Cities Report 2020,8,Other,2022
Dominican Republic,68k,,Sellos de Igualdad de Genero,8,Other,2022
Timor-Leste,95k,,Supporting Flood Response and Recovery project,8,Other,2022
Bahrain,52k,,State of Arab Cities Report 2020,9,Other,2022
Maldives,70k,,Enhancing UNDP Engagement,9,Other,2022
Guinea-Bissau,2,,EU - Renforcement des Capacités en Politiques et Aide,10,Other,2022
Sao Tome and Principe,258k,,PLANFICATION ET PROGRAMM-PAYS,10,Other,2022
Sao Tome and Principe,750k,,Export Value Chain,10,Other,2022
Belize,4k,,UNDP/OAK Re-granting Partnership,11,Other,2022
Cuba,196k,,Emergency Matanzas Supertanker Base,11,Other,2022
Guinea-Bissau,214k,,HC - UNDP Guinea Bissau Early Response to COVID-19,11,Other,2022
Haiti,3M,,Programme de relèvement post-Matthew,11,Other,2022
Mauritius,546k,,COVID-19 MAURITIUS,11,Other,2022
Timor-Leste,95k,,Supporting Flood Response and Recovery project,11,Other,2022
Dominican Republic,304k,,Plataforma Rescate Ozama,12,Other,2022
Maldives,70k,,Enhancing UNDP Engagement,12,Other,2022
Comoros,180k,,PIMS 4926 Enhancing adaptive capacity for increased reli,13,Other,2022
Comoros,60k,,Renf. des capacités du Programme de Microfinancement FEM,13,Other,2022
Comoros,10M,,Ensuring climate resilient water Comoros -PIMS-5740-GCF,13,Other,2022
Cuba,1M,,Fortalecimiento de las cadenas de frutales en Cuba.,13,Other,2022
Cuba,9k,,Igualdad Género Gestión Calidad Alimentaria,13,Other,2022
Cuba,831k,,Reducción del Riesgo de sequía e inundaciones,13,Other,2022
Cuba,196k,,Emergency Matanzas Supertanker Base,13,Other,2022
Dominican Republic,327k,,Sostenibilidad y resiliencia,13,Other,2022
Guinea-Bissau,214k,,HC - UNDP Guinea Bissau Early Response to COVID-19,13,Other,2022
Haiti,120k,,Securite Climatique,13,Other,2022
Mauritius,546k,,COVID-19 MAURITIUS,13,Other,2022
Mauritius,163k,,Humanitarian emergency assistance to overcome the oil sp,13,Other,2022
Trinidad and Tobago,87k,,Low Emission Capacity Building Global Program Assessment,13,Other,2022
Trinidad and Tobago,975k,,Trinidad& Tobago Healthcare Capacity Building Initiative,13,Other,2022
Comoros,200k,,Développement d’un réseau national d’aires protégées ter,14,Other,2022
Cuba,831k,,Reducción del Riesgo de sequía e inundaciones,14,Other,2022
Dominican Republic,304k,,Plataforma Rescate Ozama,14,Other,2022
Mauritius,491k,,Supporting Artisanal Fishing,14,Other,2022
Comoros,200k,,Développement d’un réseau national d’aires protégées ter,15,Other,2022
Dominican Republic,189k,,"Coordinacion Programa Cocoa Life RD, fase II",15,Other,2022
Guinea-Bissau,90k,,SD-Strengthening National PA in Guinea-Bissau/GEF,15,Other,2022
Mauritius,491k,,Supporting Artisanal Fishing,15,Other,2022
Bahrain,57k,,Strengthening Capacity of Special Investigation Unit,16,Other,2022
Dominican Republic,304k,,Plataforma Rescate Ozama,16,Other,2022
Guinea-Bissau,382k,,GC - Rule of Law and Justice,16,Other,2022
Guinea-Bissau,547k,,GC - Building a SC Observatory of the Illicit Economy,16,Other,2022
Guinea-Bissau,332k,,GC - Building an National Identification System,16,Other,2022
Haiti,3M,,Programme de relèvement post-Matthew,16,Other,2022
Maldives,829k,,Integrated Governance Programme II,16,Other,2022
Maldives,1M,,Integrated Governance Programme III (IGP III),16,Other,2022
Trinidad and Tobago,25k,,Engagement Facility Trinidad and Tobago,16,Other,2022
Bahrain,57k,,Strengthening Capacity of Special Investigation Unit,17,Other,2022
Dominican Republic,304k,,Plataforma Rescate Ozama,17,Other,2022
Guinea-Bissau,382k,,GC - Rule of Law and Justice,17,Other,2022
Guinea-Bissau,547k,,GC - Building a SC Observatory of the Illicit Economy,17,Other,2022
Guinea-Bissau,332k,,GC - Building an National Identification System,17,Other,2022
Haiti,3M,,Programme de relèvement post-Matthew,17,Other,2022
Maldives,829k,,Integrated Governance Programme II,17,Other,2022
Maldives,1M,,Integrated Governance Programme III (IGP III),17,Other,2022
Trinidad and Tobago,25k,,Engagement Facility Trinidad and Tobago,17,Other,2022
Cabo Verde,4M,,WEST AFRICA COMPETITIVENESS SUPPORT - CABO VERDE,1,European Union,2021
Cuba,36k,,Programa de apoyo al fortalecimiento de cadenas agroalimentarias a nivel local,1,European Union,2021
Dominican Republic,10k,,Mejora Condiciones Laborales Banano,1,European Union,2021
Haiti,2M,,Appui Gouvernance Locale et Developpement Territorial,1,European Union,2021
Bahrain,1M,,Bahrain Unit for Sustainable Energy,1,Donner Countries,2021
Barbados,948k,,Engagement Facility,1,Donner Countries,2021
Barbados,267k,,Caribbean Recovery and Resilience Programme,1,Donner Countries,2021
Barbados,181k,,Accelerator Lab - Barbados & Eastern Caribbean,1,Donner Countries,2021
Barbados,312k,,Universal adaptive social protection in the Eastern Cari,1,Donner Countries,2021
Barbados,702k,,ENGAGEMENT FACILITY-BRB,1,Donner Countries,2021
Belize,648k,,Enabling Gender-Responsive Disaster Recovery,1,Donner Countries,2021
Belize,557k,,Spotlight Initiative,1,Donner Countries,2021
Belize,2k,,UNDP/OAK Re-granting Partnership,1,Donner Countries,2021
Belize,210k,,Building Resilient MSMEs - Accelerating Digitization,1,Donner Countries,2021
Cabo Verde,363k,,DECENTRALISATION ET DEVELOPPEMENT LOCAL,1,Donner Countries,2021
Cabo Verde,310k,,"PROGRAM TO SUPPORT EMPLOIMENT, EMPLOYABILITY & INSERTION",1,Donner Countries,2021
Cabo Verde,138k,,STRENGTHENING GOVERNANCE IN CABO VERDE,1,Donner Countries,2021
Cabo Verde,217k,,Accelerator Lab - Cabo Verde,1,Donner Countries,2021
Cabo Verde,4M,,WEST AFRICA COMPETITIVENESS SUPPORT - CABO VERDE,1,Donner Countries,2021
Cabo Verde,2M,,FONDS DAPPUI AU PROCESSUS DE DECENTRALISATION AU CABO V,1,Donner Countries,2021
Cabo Verde,622k,,COVID19 - CABO VERDE RESPONSE,1,Donner Countries,2021
Cabo Verde,182k,,"Sustainable, Integrated and Inclusive Finance Framework",1,Donner Countries,2021
Cabo Verde,130,,COUNTRY INVESTMENT FACILITY,1,Donner Countries,2021
Cabo Verde,770k,,INTEGRATED SUSTAINABLE AND INCLUSIVE FINANCE PROJECT,1,Donner Countries,2021
Comoros,566k,,Développement d’un réseau national d’aires protégées ter,1,Donner Countries,2021
Comoros,45k,,Renf. des capacités du Programme de Microfinancement FEM,1,Donner Countries,2021
Comoros,16k,,Renforcement des capacités agricoles aux comores,1,Donner Countries,2021
Comoros,11k,,Assistance Préparatoire Projet Conjoint pour la promotio,1,Donner Countries,2021
Comoros,733k,,Appui à l’autonomisation des femmes Comoriennes,1,Donner Countries,2021
Comoros,1M,,Promotion de l’entrepreneuriat jeune et féminin dans les,1,Donner Countries,2021
Cuba,35k,,HCFC PHASE-OUT MANAGEMENT PLAN -SUPPORT TO NATIONAL PLAN,1,Donner Countries,2021
Cuba,36k,,Programa de apoyo al fortalecimiento de cadenas agroalimentarias a nivel local,1,Donner Countries,2021
Cuba,232k,,PROCESO DE FORTALECIMIENTO DE CAPACIDADES DEL GOBIERNO DE ARTEMISA,1,Donner Countries,2021
Cuba,113k,,FORTALECIENDO A LOS GOBIERNOS TERRITORIALES Y ARTICULANDO LA MATRIZ DE ACTORES PARA GESTIONAR EL DESARROLLO SOCIO-ECONÓMICO DEL ÁMBITO LOCAL.,1,Donner Countries,2021
Cuba,159k,,PADIT HOLGUIN,1,Donner Countries,2021
Cuba,1M,,GESTION DEL CONOCIMIENTO Y FORTALECIMIENTO DE CAPACIDADES PARA LA IMPLEMENTACION DE LA PLATAFORMA ARTICULADA PARA EL DESARROLLO TERRITORIAL INTEGRAL,1,Donner Countries,2021
Cuba,288k,,"APOYO AL FORTALECIMIENTO DE LAS CAPACIDADES INSTITUCIONALES PARA LA GESTION ESTRATEGICA DEL DESARROLLO LOCAL, INSERTANDOSE ESTRATEGICAMENTE EN LA IMPLEMENTACION DE LA PLATAFORMA ARTICULADA PARA EL DESARROLLO INTEGRAL TERRITORIAL EN CUBA (PADIT)",1,Donner Countries,2021
Cuba,35,,Recuperación Huracán Irma,1,Donner Countries,2021
Cuba,583k,,Fortalecimiento de las cadenas de frutales en Cuba.,1,Donner Countries,2021
Cuba,57k,,INFORME NACIONAL DE DESARROLLO HUMANO EN CUBA,1,Donner Countries,2021
Cuba,425k,,Sector productivo y económico Huracan IRMA,1,Donner Countries,2021
Cuba,2M,,Sostenibilidad de la Respuesta al VIH en Cuba,1,Donner Countries,2021
Cuba,97k,,PADIT GUANTANAMO,1,Donner Countries,2021
Cuba,621k,,PADIT SANCTI SPIRITUS,1,Donner Countries,2021
Cuba,406k,,Adaptándonos a la sequía en Santiago de Cuba,1,Donner Countries,2021
Cuba,1k,,Fortalecimiento del Mecanismo de Coordinación de País,1,Donner Countries,2021
Cuba,703k,,Emergencia Sequía Region Oriental Fase II,1,Donner Countries,2021
Cuba,2M,,FORMACION PROFESIONAL JOVENES Y TRABAJADORES,1,Donner Countries,2021
Cuba,227k,,PADIT HABANA,1,Donner Countries,2021
Cuba,50k,,VENTANILLA ÚNICA DE INVERSIÓN EXTRANJERA EN CUBA,1,Donner Countries,2021
Cuba,8k,,Early Recovery TORNADO Havana,1,Donner Countries,2021
Cuba,68k,,RENOVANDO AL PNUD EN CUBA,1,Donner Countries,2021
Cuba,121k,,SOLUCIONES INGENIERAS MALECON,1,Donner Countries,2021
Cuba,152k,,Integrated National Financing Framework for SDGs in Cuba,1,Donner Countries,2021
Cuba,821k,,RESILIENCIA URBANA HABANA,1,Donner Countries,2021
Cuba,746k,,Empleo para Jóvenes en Guantánamo,1,Donner Countries,2021
Cuba,40k,,Fortalecimiento del MCP VIH,1,Donner Countries,2021
Cuba,11M,,Servicios diferenciados de VIH para poblaciones clave,1,Donner Countries,2021
Cuba,1M,,Kits diagnóstico COVID-19,1,Donner Countries,2021
Cuba,612k,,Empleo Autoabastecimiento COVID-19,1,Donner Countries,2021
Cuba,97k,,INNOVACIÓN PARA EL DESARROLLO EN CUBA,1,Donner Countries,2021
Cuba,16k,,Reducción del Riesgo de sequía e inundaciones,1,Donner Countries,2021
Cuba,3k,,SALTO DIGITAL,1,Donner Countries,2021
Dominica,756k,,“Strengthening sustainable livelihoods and resilience i,1,Donner Countries,2021
Dominican Republic,420k,,"Incremento de la calidad y eficiencia de los servicios sociales, salud y nutricion, ofrecidos a los estudiantes por el Instituto Nacional de Bienestar Estudiantil (INABIE)",1,Donner Countries,2021
Dominican Republic,850k,,Progresando con Solidaridad,1,Donner Countries,2021
Dominican Republic,10k,,Mejora Condiciones Laborales Banano,1,Donner Countries,2021
Dominican Republic,3M,,Eficiencia y Calidad Formacion Docente,1,Donner Countries,2021
Dominican Republic,3M,,Arquitectura Politicas Sociales,1,Donner Countries,2021
Dominican Republic,2k,,Pensamiento Estrategico,1,Donner Countries,2021
Dominican Republic,188k,,Implementando enfoques de Desarrollo Humano en políticas públicas de Republica Dominicana,1,Donner Countries,2021
Dominican Republic,213k,,Engagement Facility Project,1,Donner Countries,2021
Dominican Republic,72k,,Fortalecimiento Institucional Seguro Nacional de Salud,1,Donner Countries,2021
